"plantID"	"betaOcimene"	"alphapinene"	"DMNT"	"Hexanol"	"Hexenal"	"Hexen1olE"	"Hexen1olacetateE"	"Undecatrien3592one610dimethyl"	"Hexen1olZ"	"Undecadien2one610dimethyl"	"Aceticacidbutylester"	"Aceticacidphenylmethylester"	"Caryophyllene"	"Caryophylleneoxide"	"DLimonene"	"Petasitene"	"cyperene"	"Hexane234trimethyl"	"alphaFarnesene"	"betaMyrcene"	"deltaCadinene"	"betaElemene"	"Benzylalcohol"	"Linalool"	"betaPinene"	"alfaCopaene"	"alphaTerpineol"	"Indole"	"alphaThujene"	"GermacreneD"	"Methylsalicylate"	"Methylbenzoate"	"Hexen1olZ"	"Ylangene"	"Methylpentanoicacid"	"Octadiene"
"3C171_July9_v2_07302018"	0	0.87028	0	0	0	0	0.40385	0	0	0.59019	0	0	0	0	1.03914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55213	0	0	0	0	0
"3C179_190729_812019_10"	0	111.84149	0	0	0	0	0	0	0	1.2257	0	0	15.20617	0	12.8757	0	3.87456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3C182_190729_812019_04"	0	12.09015	0	0	0	0	0	0	0	0	0	0	4.18016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3C183_190717_7262019_18_NOT_4C109_190716_7262019_17"	2.78221	154.63387	0	0	0	7.5027	1.12832	8.49446	0	0	0	0	11.57361	0	17.96476	0	0	0	0	9.36611	0	0	0	47.98075	0	0	0	9.40763	0	0	15.31873	0	0	0	0.08718	0
"3C183_190722_7272019_19"	0	4.80141	0	0	0	0	0.57131	0	2.73142	0	0	0	0	0	8.81766	0	0	0	0	0	0	0	0	17.72937	0	0	0	6.66127	0	0	4.06063	0	0	0	0.18288	0
"3C184_190722_7272019_20"	3.58901	577.01124	4.50099	0	0	12.41734	0	0	0	0	0.44468	0	100.4335	7.67498	177.76999	22.98223	24.26095	0	0	127.92002	0	0	0	29.69368	86.73317	16.59899	0	9.28823	2.91443	0	4.40952	0	0	0	0	0
"3C184_190726_812019_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3C185_190726_812019_03"	9.69178	10.63578	0	0	0	0	0	0	0	0	0	0	0.98724	0	6.36489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3C214_190716_7262019_12_NOT_3D282_190716_7262019_11"	0	38.98371	0	0	0	7.44985	0.91979	2.13383	0	0	0.22833	0	2.75258	0	18.92464	2.22874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14128	0	0	0	0.50627	0
"3C94July16_07162018"	0	1.92196	0	0	0	0	0.31791	0	0	0	0	0	0	0	2.81827	0.38191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29988	0	0	0	0	0.09539
"3C98_July5_08042018"	0	6.77489	0.67797	0	0	0	0	0	0	0	0	0	0	0	0	0.31168	0	0	0	0	0	0	0.26194	0	0	0	0	0	0	0	0	0	0	0	0	0.10873
"3C98July24_07252018"	0	9.85989	0	0	0	0	0	0	0.81863	0.27151	0	0	0	0	1.81997	0.22694	0	0	0	0	0	0	0	0	1.3541	0	0	0	0	0	0	0	0	0	0	0
"3D256_190716_7262019_09_NOT_1B684_190717_7262019_08"	4.64541	47.17331	0	0	0	0	1.529	0	0	1.49489	2.7356	0	7.34163	0	67.36075	6.11365	0	0	0	36.12029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24854	0
"3D853_July5_08032018"	0	2.59284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12716	0	0	0	0	0	0	0.78944	0	0	0	0	0
"3D858_Aug2_08022018_3A127_July5_08022018"	0	4.07	0	0	0.59675	0	2.21319	0	6.48656	0	0.45667	0	0	0	0	0.80863	0	0	0	0	0	0	0	0	5.04149	0	0	0	0	0	1.02241	0	0	0	0	0.06056
"3D858_July16_07262018"	0	5.25527	0	0	0.34512	0	0	0	0	0.37349	0	0	1.16132	0	3.121	0	0	0	0	0	0	0	0	3.07069	0	0	0	0	0	0	4.69482	0	0	0	0	0
"3D858_July16_07282018"	4.0491	10.8555	0	0	0	0	0	0	1.66522	0.33639	0	0	0	0	0	0.9966	0	1.05238	0	5.04178	0	0	0	0	0	0	0	0	0	0	0.33596	0	0	0	0	0
"3D858_July16v2_07282018"	0	8.44095	0	0	0.4139	0	0	0	5.47812	0	0	0	3.46942	0	0	1.08168	0	0	0	8.48643	0	0	0	0	0	0	0	0	0	0	11.81322	0	0	0	0	0
"3D879_July9_07282018"	0	7.13814	0	0	0	0	1.30539	0	3.78601	0	0	0	12.35924	0	5.55161	0	0	0.4658	0	0	0	0.32806	0.70037	0	0	0.76016	0	0	0	0	0.74989	0	0	0	0	0
"42_60_190722_7282019_03"	0	32.41003	0	0	0	0	0	0	0	28.49772	2.42397	0	0	0	114.21288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4A117_July11_08042018"	0	56.99611	0.95493	0	0	0	1.0447	0	8.95997	0	0	0.26869	3.75497	0	14.59484	0	0	0	0	16.72746	0	0	0	2.34669	6.26739	0	0	0	0	0	0.66778	0	0	0	0	0.14451
"4A123_190716_7262019_04_NOT_6C108_190707_7262019_03"	0	17.94372	0	0	0	0	1.17836	0	0	0	0.24929	0	0.80271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4219	2.09705	0	0	0.51932	0
"4A63_Aug2_08022018_1A232_1_Aug2_08022018"	0	96.49381	0.34173	0	0	0	1.08495	0	9.67098	0	0	0	9.4695	1.46141	16.97666	23.69201	0	0	0	7.5989	0	0	0	0	9.21437	0.50933	0	0	0	0	0.23664	0	0	0	0	0
"4A68_190717_7272019_26"	0	98.68153	0	0	0	0	4.20576	0	18.18565	12.81907	0	0	30.69035	0	128.19446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4A69_June28_07292018"	2.33081	6.47016	0.71057	0	0	0	0	0	0	0.58616	0	0	1.61488	0	3.01441	0	0	0	0	0	0	0	0	0	0	0.23867	0	0	0	0	0.34471	0	2.94923	0	0	0
"4A75_July6_07302018"	0	1.95213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27568	0	1.63406	0	0	0.05769
"4A89_190724_812019_23"	1.65163	68.75852	0	0	0	7.83264	1.03497	0	0	0	0.16235	0	14.57427	0	10.12578	0	0	0	0	4.70422	0	0	0	5.82167	0	0	0	0	0	0	0	0	0	0	0	0
"4A90July11_07182018"	19.39413	4.67606	0	0	0.47245	0	1.1124	0	4.09197	0.40722	0	0	0.59911	0	3.07663	1.05686	0	0	1.87408	5.70521	0	0	0	0	0	0	0	0	0	0	1.3185	0	0	0	0	0.03594
"4A95_July6_07302018"	0	26.08686	0.1325	0	0	0	2.15993	0	3.06275	0	0.20264	0	1.38267	0	0	0	0.41584	0	0	4.76678	0	0.1585	0	0	5.8356	0.18719	0	0	0	0	0.44944	0	0	0	0	0
"4B168_190716_7262019_15_NOT_1C43_190717_7262019_14"	1.62891	6.17411	0	0	0	7.02182	0	0	0	0	0	0	16.05961	0	14.97386	0	0	0	0	0	0	0	0	28.50837	0	0	0	0	0	0	10.26065	0.25641	0	0	0	0
"4B173_190724_812019_20"	4.52914	7.48647	0	0	0	0	0	0	0	1.2876	0.28902	0	3.50452	0	12.03341	2.56571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41363	0
"4B175_July11_08032018"	21.88429	35.94743	0	0	0.20891	0	0	0	0	4.6038	0.94675	0	0	0	0	0	0	0	3.17402	10.79045	0	0	0	0	0	0	0	0	31.18817	0	0	0	0	0	0	0
"4B189_June28_07282018"	0	3.97394	0.52308	0	0	0	0.84458	0	0	0.82678	0	0	0	0	5.35798	0	0.35903	0	0	0	0	0	0	1.68766	4.51878	0	0	0	0	0	1.1656	0	0	0	0	0.11155
"4C_118_July6_08022018_Air_July6_08022018"	0	2.94467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29212	0	0	0	0	0	0.44506	0	0	0	0	0
"4C109_190716_7262019_17_NOT_nolabel_190716_7262019_16"	9.34589	46.4722	0	0	0	20.36605	4.02629	0	0	2.45629	2.82403	0	21.86765	0	54.37459	0	0	0	0	34.35809	0	0	0	116.08245	0	1.32945	0	0	0	0	15.13927	0	0	0	0	0
"4C115_190724_812019_21"	2.88898	3.88578	0	1.43787	0	0	0.59404	0	0	1.07743	0	0	0	0	2.81336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20794	0
"4C199_190724_7282019_19"	5.29361	13.00778	0	0	0	0	0	0	0	1.51672	0.20202	0	1.39335	0	7.04848	0	0	0	0	3.66118	0	0	0	6.58208	0	0	0	0	0	0	2.49619	0	0	0	0.06852	0
"4C642_190724_7272019_18"	0	3.14729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10934	0
"4C643_190724_812019_24"	4.92426	35.16525	0	1.24933	0	1.17587	0	0	0	0	0	0	3.88522	0	3.91173	0.92966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4D199_190717_7262019_20_NOT_2D211_190707_7262019_19"	2.5977	29.31721	0	2.35295	0	2.37581	0	0	0	0	0	0	0.73747	0	9.28302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47193	0	0	0	0.17554	0
"4D26_July6_07302018"	0	5.17188	0	0	0.41302	0	0.58628	0	3.20654	0	0.2537	0	0	0	5.93363	21.42367	0	0	0	0	0	0	0	1.86445	0	0.43351	0	0	1.50776	0	0.8151	0	0	0	0	0.06167
"4D35_July6_07302018"	0	2.2805	0	0	0.38862	0	0.69575	0	5.21547	0	0.38948	0	0.33004	0	0	0	0	0.64236	0	0	0	0	0	0	3.39305	0	0	0	0	0	1.00916	0	0	0	0	0
"4D357_190722_7262019_NOT_22_Air_190717_7262019_21"	7.50573	102.40878	0	0	0	12.62058	1.14515	0	0	0	0	0	10.9336	2.02214	19.97658	0	0	0	0	19.25465	0	0	0	93.75602	0	0	0	18.70346	0	0	14.38413	0	0	0	0.51498	0
"4D43_190724_7272019_27"	4.92526	5.36143	0	2.44771	0	0	0	0	0	3.19831	0	0	1.94542	0	2.30574	1.17099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28964	0
"4D45_July11_08032018"	0	2.52533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29817	0	0	0	0	0
"4D45_July17_08042018"	0	11.08602	0	0	0	0	0	0	0.96579	0.25005	0	0	0.43985	0	1.40077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80099	0	0	0	0	0
"4D45_June28_07302018"	3.29566	8.54248	0	0	0.68152	0	0	0	0	0	0.942	0.96927	0	0	0	0	0	4.07512	0	0	0	0	0	0	0	0	0	0	0	0	6.79105	0	0	0	0	0
"4D58_190724_812019_16"	1.7564	4.50892	0	0	0	1.93755	0	0	0	0	0	0	0	0	2.38018	0.42765	0	0	0	0	0	0	0	8.17825	0	0	0	0	0	0	1.45202	0	0	0	0.27841	0
"4D61_190716_7262019_10"	2.44134	36.85672	0	0	0	0	0.77077	0	0	0.94299	1.45761	0	3.06274	0	18.25831	0	0	0	0	0	0	0	0	11.10343	0	0	0	0	0	0	0	0	0	0	0.13348	0
"4D61_190716_7262019_10_NOT_3D256_190716_7262019_09"	4.5736	183.62889	0	0	0	6.27974	1.27063	0	0	1.39683	0.06252	0	18.59481	3.24103	39.27161	0	0	0	0	28.51891	0	0	0	9.20677	35.27835	0	0	0	0	0	0	0	0	0	0	0
"4D62_190724_7282019_20"	2.77491	8.99843	0	0.49428	0	0	0	0	2.91477	0.66032	0	0	1.11531	0	6.37995	1.31305	0	0	0	3.04305	0	0	0	10.88431	0	0	0	3.66394	0	0	2.92138	0	0	0	0	0
"4D641_190724_7282019_21"	4.63053	4.97617	0	0	0	0	0	0	0	0.6341	0.17169	0	0	0	5.67101	0	0	0	0	0	0	0	0.37126	4.3191	0	0	0	0	0	0	0	0	0	0	0.09379	0
"5A173_2_July30_08012018"	0	22.98307	0.56602	0	0	0	0.7498	0	33.1362	0.44501	0	0	6.87867	1.72535	11.19346	0	0	0	0	6.55048	0	0	0	3.65013	0	2.08132	0	0	0	0	0.45529	0	0	0	0	0
"5A173_July16_08042018"	0	23.59667	0	0	0	0	0	0	0	0	0.41277	0	2.03513	0	0	0	0	2.27191	0	4.99555	0	0	0.56827	0	3.39176	0	1.14943	0	0	0	0.70174	0	0	0	0	0
"5A173_July30_08012018_6B25_July30_08012018"	0	15.04552	0.27914	0	0.16196	0	0.31133	0	2.20703	0.38063	0	0	2.47149	0	5.12064	2.54306	0	0	0	5.01843	0	0	0	1.48475	0	0	0	0	0	0	2.07134	0	0	0	0	0
"5A174_190724_822019_11_NOT_3C140_190726_822019_10"	0	10.92051	0	0	0	0	0	0	0	0	0.37225	0	1.13856	0	8.87985	0.81539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2527	0
"5A175_July3_07282018"	0	5.50811	0	0	0.17768	0	0	0	0	1.36706	0	0	0	0	0	0.71733	0	1.47146	0	0	0	0	0	0	0	0	0	0	0	0	1.22993	0	0	0	0	0
"5A175_July30_08012018_6D45_08012018"	0	5.87669	0	0	0	0	0	0	0	0.45458	0.13188	0	0.32773	0	3.34255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5A175_v2_July30_08022018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5A175_v3_July30_08032018"	0	12.8975	0	0	0	0	0.5633	0	2.32215	0.4385	0	0	0.4566	0	3.34657	1.42741	0	0	0	3.64716	0	0	0	1.27783	0	0	0	0	0	0	2.32998	0	0	0	0	0
"5A176_July9_07292018"	0	5.96806	0	0	0	0	0	0	0	2.56387	0.69674	0.59485	0	0	14.73007	0	0	3.15157	0	0	0	0	0	0	8.6775	0	0	0	0	0	5.89418	0	0	0	0	0
"5A179_190724_822019_12_NOT_5A174_190724_822019_11"	2.23404	165.6923	2.14231	0	0	0	1.35936	12.84069	0	0	0.3204	0	17.42178	6.95892	26.05112	0	0	0	0	12.49375	0	0	0	5.20187	0	0	0	0	0	0	1.95933	0	0	0	0.06592	0
"5A180July09_07182018"	0	4.21514	0.62722	0	0.28018	0	0	0	0	0	0.49269	0	0	0	3.12168	0.48932	0	1.59661	0	0	0	0	0	0	3.45299	0	0	0	0	0	3.32212	0	0	0	0	0
"5A181_July30_08012018_6C102_1_July30_08012018"	1.39433	7.61603	1.86748	0	0.42839	0	0.51012	0	4.23741	0	0.2912	0	0.99401	0	7.75793	0	0	0	0	5.67278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04807
"5A181_June25v2_07282018"	0	0	0.53704	0	0	0	0	0	0	0.50281	0	0	0.64048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09259
"5A183_190724_7282019_18"	0	18.25988	0	0	0	0	0	0	0	0.9791	0.32827	0	0.6625	0	0	1.74885	0	0	0	0	0	0	0.62778	0	0	0	0	0	0	0	0	0	0	0	0.1728	0
"5A189_July6_07302018"	0	2.71454	0	0	0.16422	0	0.55878	0	2.66901	0	0	0	0.5098	0	0	0.68894	0	0	1.3592	0	0	0	0	1.60123	0	0	0	0	0	0	0	0	0	0	0	0
"5A194_July6_07302018"	0	3.71295	0	0	0.28579	0	0.96182	0	0	0	0.61223	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39253	0	0	0	0	0	0	0	0	0	0	0.08713
"5A195_190726_812019_02"	9.13681	40.35175	0	2.34832	0	7.45381	3.1826	0	0	0	0	0	4.13788	0	13.94708	14.73203	0	0	0	10.19406	0	0	0	9.71652	0	1.03518	0	0	0	0	1.5048	0	0	0	0.32999	0
"5A196_190726_812019_19"	21.40703	74.34166	0	0	1.13903	47.58601	0	0	0	0	0	0	57.26234	13.67366	47.06192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02872	0	0	0	0	0
"5A201_190726_812019_04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5A203_190726_812019_07"	0	12.88492	0	0	0	0	0	0	0	0	0	0	2.06551	0	0.86035	0	0	2.41243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641	0
"5B1_190717_7272019_08"	0	17.78533	0	0	0	0	1.41848	0	0	2.97126	3.34064	0	0	0	0	0	0	0	0	0	0	0	0	2.84843	0	0	0	0	0	0	0	0	0	0	0.35529	0
"5B15_July6_08032018"	0	3.69708	0	0	0.3823	0	1.62389	0	7.16405	0.26294	0	0	0.27932	0	2.13577	0.4711	0.26817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87408	0	0	0	0	0.08593
"5B15_July9_08052018"	0	6.60238	1.31733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90063	0	0	0	0	0	0	0	0	0	0	0	0	0.6859	0	0	0	0	0
"5B17_190726_822019_07"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5B19_190724_822019_16_NOT_5B3_190724_822019_15"	0	39.61415	0	0	0	1.8063	0.18893	3.94397	0	0	0.06997	0	0.57723	0	3.91077	0.35917	0	0	0	0	0	0	0	6.55414	0	0	0	0	0	0	1.05145	0	0	0	0	0
"5B22_July9_08042018"	0	8.06987	1.19628	0	0	0	1.20591	0	0	0	0	0	0	0	5.41782	2.43933	0	1.76403	0	0	0	0	0.83472	0	0	0	0	0	0	0	1.50942	0	5.12171	0	0	0
"5B292_July9_07292018"	0	5.07051	0	0	0.29555	0	0	0	0	0.5501	0	0	3.98348	0	0	0.65863	0	0.8633	0	0	0	0	0	0	0	0	0	0	0	0	1.42341	0	0	0	0	0
"5B3_190724_822019_15_NOT_6C122_190724_822019_14"	0	25.52613	1.23517	0	0	0	0	10.68241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92253	0	0	0	0	0	0	2.08716	0	0	0	0	0
"5B7_July3_07292018"	0	2.29432	0	0	0.28692	0	1.88552	0	6.91462	0	0	0	0.95822	0	3.25488	0.35337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5186	0	0	0	0	0
"5C103_July3_07282018"	0	2.94555	0	0	0.27298	0	1.53025	0	2.88121	0	0	0	0	0	6.34825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0148	0	0	0	0	0
"5C151_190724_822019_02"	2.59609	9.39623	0	0	0	0	0.40745	0	0	0	0.38366	0	0.93738	0	9.36134	1.07453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C201_190724_7282019_08"	0	1.51232	0	0	0	0	0	0	0	0	0	0	0.4073	0	0	0	0	0	0	0	0	0	0	6.72395	0	0	0	0	0	0	1.12762	0	0	0	0.07892	0
"5C205_July6_08022018_4C_118_July6_08022018"	0	7.06867	0	0	0.04403	0	0	0	0	0	0.65399	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91431	0	0	0	0	0	0	0	0	0	0	0
"5C206_July5_08032018"	0	6.66118	0	0	0.04722	0	0	0	0	0	0.5747	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5369	0	0	0	4.30871	0	0	0	0	0	0	0
"5C209_190726_812019_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C214_190717_7272019_06"	0	0	0	0	0	0	0.42957	0	0	1.05672	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70657	0	0	0	0	0	0	2.53984	0	0	0	0.33089	0
"5C214_190722_7272019_23"	4.76659	148.42783	0	0	0	38.50474	6.44611	0	0	0	0	0	12.83627	0	54.09619	9.47011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C216_July30_08012018_Air_July30_08012018"	0	0	0.21331	0	0	0	0	0	0	0.44359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1391	0
"5C216July24_07252018"	0	1.94845	0.20622	0	0	0	0	0	3.31347	0.35068	0	0.0385	0.57943	0	0	0.48128	0	0	0	0	0	0	0	3.0688	0	0	0	0	0	0	4.87952	0	0	0	0	0
"5C217_190726_812019_20"	7.53428	150.75514	0	0	0	0	0	1.4213	0	0.97385	0	0	1.76553	0	7.22488	2.05781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C220_July3_07292018"	0	6.32978	0	0	0.25404	0	0.75584	0	6.00575	0	0	0	1.91583	0	4.68432	2.21533	0	0	0	3.82526	0.44731	0	0	3.86398	0	0	0	0	0	0	2.13497	0	0	0.10011	0	0
"5C221_July30_08012018_6C82_July30_08012018"	0	25.38419	0.97457	0	0	0	0	0	0	0	0.29063	0	1.37617	0	4.71983	0	0	0	0	4.38281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C228_190722_7272019_21"	0	48.8427	0	0	0	4.30895	0	0	0	0	0	0	6.80457	0	3.15523	2.527	1.53526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5C229_190724_7282019_09"	0	17.86607	0	0	0	0	0	0	0	0	0	0	0.91377	0	0	0	0	0	0	0	0	0	0	5.46289	0	0	0	0	0	0	1.79283	0	0	0	0.21687	0
"5D228July06_07182018"	0	16.91286	0.13192	0	0.32642	0	0.97396	0	6.74601	0	0	0	0	0	7.83543	0	0	0	0	7.27868	1.8175	0	0	0.91584	2.86827	1.30872	0	0	0	0	0.53606	0	0	1.3681	0	0
"5D232_July5_08032018"	3.04095	5.17666	0	0	0.31372	0	0.2456	0	0	0.41581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43156	0	1.25794	0	0	0.05505
"5D232_July6_07292018"	5.34423	2.51041	0	0	0	0	0.45712	0	0	0	0.28335	0	0	0	0	0	0	0	1.53584	0	0	0	0	0	2.19447	0	0	0	0	0	0	0	0	0	0	0
"5D234_190726_812019_17"	0	7.0902	0	0	0	0	0	0	0	0	0	0	0.43986	0	0.4429	1.17234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29616	0
"5D234_190726_812019_19"	3.9793	145.03077	0	0	0	0	0.44076	0	0	0	0	0	2.07083	0	7.65489	3.88033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26559	0	0	0	0.35972	0
"5D240_190729_812019_12"	0	0	0	0	0	0	0	0	0	18.89046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5D245_July6_08032018"	0	6.8216	0.42887	0	0	0	0.34725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10501	0	0	0	0	0	0.41152	0	0	0	0	0
"5D246_190724_822019_06"	2.42336	4.38058	0	0	0	0	0.67116	0	0	0	0.4738	0	0	0	11.05483	1.17806	0	0	0	0	0	0	0.52577	0	0	0	0	0	0	0	0	0	0	0	0.13023	0
"5D251_July5_08022018_5A182_July9_08_02_2018"	0	3.3525	0	0	0.14136	0	0	0	0	0.49893	0	0	0	0	0	0	0	1.28561	0	0	0	0	0	0	0	0	0	0	0	0	1.08893	0	0	0	0	0
"5D257_190722_7282019_02"	5.76852	58.16798	0	0	0	0	2.93459	0	16.86876	6.07967	2.79428	0	23.22576	0	0	10.04946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01573	0	0.14788	0
"5D264_190717_7272019_07"	0.56362	6.5012	0	0.55512	0	1.38343	0.14808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8936	0	0	0	0	0
"5D266_190729_812019_03"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6A125_July9_08042018"	0	12.00339	0	0	0.19187	0	0	0	0	0.70232	0	0	0	0	0	0	0	0.76517	0	0	0	0	0	0	2.58284	0	0	0	0	0	0.5249	0	0	0	0	0
"6A143_July9_07282018"	0	5.29673	0	0	0	0	0	0	0	0.3107	0	0	0	0	0	0.46738	0	0.53359	0	0	0	0	0.20216	0	2.96458	0	0	0	0	0	0	0	0	0	0	0
"6A156_190717_7272019_04"	0	4.72686	0	0	0	3.18445	0.70164	0	0	0	0	0	0	0	0	0.60699	0	0	0	0	0	0	0	8.66646	0	0	0	0	0	0	2.31043	1.10629	0	0	0.39244	0
"6A160_July30_08012018"	0	123.86541	1.02581	0	0	0	0	0	0	0.67065	0	0	0.91063	0	5.37665	0	0	0	0	5.81625	0	0	0	0	10.0255	0	0	0	0	0	0	0	0	0	0	0
"6A166_July3_07292018"	0	1.60843	0.14786	0	0.16887	0	0.19666	0	2.94517	0	0	0	0.58447	0	0	0.43459	0	0	0	0	0	0.04018	0	0	0	0	0	0	0	0	0.22465	0	0	0	0	0
"6A167_July9_08052018"	0	5.16162	0	0	0	0	0	0	0	0	0.48618	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19944	0	0	0	2.51474	0	0	0	0	0	0	0
"6B20_July6_07302018"	0	7.24584	0	0	0	0	0	0	0	0	0.18563	0	0	0	0	0.20597	0	0.58435	0	0	0	0	0	0	2.26449	0	0	0	0	0	0.74501	0	0	0	0	0
"6B23_190724_822019_04"	1.55622	18.92905	0	0	0	0	0	0	0	0	0.33514	0	0	0	8.46945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1271	0
"6B25_July30_08012018_5A181_July30_08012018"	0	5.60274	0	0	0	0	0.31103	0	1.72207	0	0	0	0.88074	0	1.12973	0	0	0	0	0	0	0	0	0	0	0.24168	0	0	0	0	0	0	0	0	0	0
"6B26_June25_07292018"	0	3.75872	0	0	0	0	1.11474	0	0	0	0.57962	0	0	0	0	2.16521	0	0	0	0	0	0	0	2.73502	4.90935	0	0	0	3.39845	0	2.91216	0	0	0	0	0
"6B28_July16_08042018"	0	9.32215	0	0	0	0	0	0	0	0.44874	0	0.59612	0.73678	0	7.25259	0	0	0	0	0	0	0	1.21565	0	0	0	0	0	0	0	1.52661	0	0	0	0	0
"6B28_July3_07282018"	0	6.08568	0	0	0.51547	0	0	0	0	0	0.90502	0.9799	0	0	0	0	0	3.3078	0	0	0	0	0	0	0	0	0	0	0	0	33.67081	0	0	0	0	0
"6B29_190717_7272019_05"	2.69225	26.03805	0	1.50904	0	6.06338	0.72605	0	0	0	0	0	1.34562	0	8.2644	0.71899	0	0	0	0	0	0	0	9.94162	0	0	0	0	0	0	5.58171	0.51835	0	0	0.12745	0
"6B34_July30_08012018_6C102_July30_08012018"	0	21.21468	0.18669	0	1.18507	0	1.26563	0	14.30826	0	0	0	3.49074	0	5.02057	0	0.3401	0	0	3.71071	0	0.19091	0	0	2.9946	0	0	0	0	0	0.62561	0	0	0	0	0.04293
"6B34_July6_07302018"	0	10.68714	0	0	0.31846	0	1.88861	0	2.7667	0	0	0	0	0	6.12455	1.266	0	0	0	5.91144	0	0	0	2.56605	3.77369	0	0	0	0	0	1.51994	0	0	0	0	0.07762
