plantid	notes	observer	date	plot	subplot	plant	inflor	height_cm	open_1	buds_1	eggs_1	open_2	buds_2	eggs_2	open_3	buds_3	eggs_3	open_4	buds_4	eggs_4	open_5	buds_5	eggs_5	open_6	buds_6	eggs_6	open_7	buds_7	eggs_7	damage	plotid	julian	year	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	status_21_fixed	modified	flowered	survived
4C213	NA	ST	2020-07-23T00:00:00Z	4	C	213	1	35	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
4C120	NA	ST	2020-07-23T00:00:00Z	4	C	120	6	16	1	1	0	2	0	0	4	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
4C196	NA	ST	2020-07-23T00:00:00Z	4	C	196	3	22	1	0	0	3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C195	NA	ST	2020-07-23T00:00:00Z	4	C	195	4	56	1	0	0	2	0	0	2	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C187	NA	ST	2020-07-23T00:00:00Z	4	C	187	3	28	1	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4D37	NA	ST	2020-07-23T00:00:00Z	4	D	37	3	27	3	1	1	2	0	0	2	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4D52	NA	ST	2020-07-23T00:00:00Z	4	D	52	1	38	13	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D840	NA	ST	2020-07-23T00:00:00Z	3	D	840	3	18	1	0	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D892	NA	ST	2020-07-23T00:00:00Z	3	D	892	1	36	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D893	NA	ST	2020-07-23T00:00:00Z	3	D	893	1	26	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D894	NA	ST	2020-07-23T00:00:00Z	3	D	894	1	30	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
3D864	NA	ST	2020-07-23T00:00:00Z	3	D	864	1	24	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D881	NA	ST	2020-07-23T00:00:00Z	3	D	881	1	29	3	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D895	NA	ST	2020-07-23T00:00:00Z	3	D	895	1	24	3	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
3D876	NA	ST	2020-07-23T00:00:00Z	3	D	876	1	27	4	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D875	NA	ST	2020-07-23T00:00:00Z	3	D	875	2	39	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B828	NA	ST	2020-07-23T00:00:00Z	3	B	828	5	24	2	0	0	0	1	0	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B838	NA	ST	2020-07-23T00:00:00Z	3	B	838	1	35	3	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B603	NA	ST	2020-07-23T00:00:00Z	3	B	603	1	43	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B618	NA	ST	2020-07-23T00:00:00Z	3	B	618	1	31	9	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B831	NA	ST	2020-07-23T00:00:00Z	3	B	831	1	39	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C174	NA	ST	2020-07-23T00:00:00Z	3	C	174	1	50	7	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020			pheno20 floral20 seeds20	3C174	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	TRUE	0	0
3C152	NA	ST	2020-07-23T00:00:00Z	3	C	152	1	31	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C166	NA	ST	2020-07-23T00:00:00Z	3	C	166	2	36	5	1	0	3	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C177	NA	ST	2020-07-23T00:00:00Z	3	C	177	3	28	2	0	0	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C173	NA	ST	2020-07-23T00:00:00Z	3	C	173	2	37	1	0	0	6	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C169	NA	ST	2020-07-23T00:00:00Z	3	C	169	2	27	4	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C153	NA	ST	2020-07-23T00:00:00Z	3	C	153	4	25	1	0	1	5	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A685	NA	XL	2020-07-23T00:00:00Z	6	A	685	2	39	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snapped	6A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A169	NA	XL	2020-07-23T00:00:00Z	6	A	169	3	29	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
6A136	NA	XL	2020-07-23T00:00:00Z	6	A	136	6	42	2	1	0	1	1	0	3	1	1	1	0	0	3	1	1	3	0	0	NA	NA	NA	NA	6A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A145	NA	XL	2020-07-23T00:00:00Z	6	A	145	1	32	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B243	NA	XL	2020-07-23T00:00:00Z	6	B	243	2	54	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snapped	6B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B21	NA	XL	2020-07-23T00:00:00Z	6	B	21	3	21	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B14	9 infloresences, continued below	XL	2020-07-23T00:00:00Z	6	B	14	2	27	2	0	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C121	NA	XL	2020-07-23T00:00:00Z	6	C	121	9	48	7	2	4	7	2	2	3	3	2	6	1	2	0	3	0	6	3	1	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C121	NA	XL	2020-07-23T00:00:00Z	6	C	121	9	48	6	0	1	2	2	1	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C86	NA	XL	2020-07-23T00:00:00Z	6	C	86	1	39	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C93	NA	XL	2020-07-23T00:00:00Z	6	C	93	5	41	1	1	0	6	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C96	NA	XL	2020-07-23T00:00:00Z	6	C	96	4	27	4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
6C99	NA	XL	2020-07-23T00:00:00Z	6	C	99	1	38	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C116	NA	XL	2020-07-23T00:00:00Z	6	C	116	1	18	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C111	NA	XL	2020-07-23T00:00:00Z	6	C	111	4	34	1	0	0	2	0	0	5	2	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D59	NA	XL	2020-07-23T00:00:00Z	6	D	59	1	42	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D56	NA	XL	2020-07-23T00:00:00Z	6	D	56	4	26	1	1	0	4	0	0	3	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D64	NA	XL	2020-07-23T00:00:00Z	6	D	64	6	22	1	0	1	0	1	0	1	1	1	2	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D45	NA	XL	2020-07-23T00:00:00Z	6	D	45	1	28	13	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	flowering > vegetative > flowering	flowering	vegetative	flowering	dead_nf	FALSE	0	0
6D52	NA	XL	2020-07-23T00:00:00Z	6	D	52	1	36	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D46	NA	XL	2020-07-23T00:00:00Z	6	D	46	4	31	2	1	0	2	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020		pheno18		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D48	NA	XL	2020-07-23T00:00:00Z	6	D	48	2	37	3	1	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5A180	NA	XL	2020-07-23T00:00:00Z	5	A	180	3	30	1	0	1	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A	205	2020				NA	flowering > vegetative > flowering	flowering	vegetative	flowering	dead_nf	FALSE	0	0
5A202	NA	XL	2020-07-23T00:00:00Z	5	A	202	1	36	4	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snapped	5A	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
5A185	NA	XL	2020-07-23T00:00:00Z	5	A	185	2	38	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A	205	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B16	NA	XL	2020-07-23T00:00:00Z	5	B	16	1	29	9	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent/snapped	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B20	NA	XL	2020-07-23T00:00:00Z	5	B	20	6	43	1	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020		pheno18 pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B296	NA	XL	2020-07-23T00:00:00Z	5	B	296	4	23	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B300	NA	XL	2020-07-23T00:00:00Z	5	B	300	1	21	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B289	NA	XL	2020-07-23T00:00:00Z	5	B	289	1	33	4	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B288	NA	XL	2020-07-23T00:00:00Z	5	B	288	3	27	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B5	NA	XL	2020-07-23T00:00:00Z	5	B	5	1	19	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5B299	NA	XL	2020-07-23T00:00:00Z	5	B	299	7	21	1	0	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C683	NA	XL	2020-07-23T00:00:00Z	5	C	683	4	37	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
5C225	NA	XL	2020-07-23T00:00:00Z	5	C	225	1	41	3	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C202	NA	XL	2020-07-23T00:00:00Z	5	C	202	1	34	8	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C207	NA	XL	2020-07-23T00:00:00Z	5	C	207	3	22	3	1	0	6	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C208	NA	XL	2020-07-23T00:00:00Z	5	C	208	1	31	6	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	5C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C217	NA	XL	2020-07-23T00:00:00Z	5	C	217	2	35	9	3	2	4	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
3C139	NA	XL	2020-07-23T00:00:00Z	3	C	139	1	46	6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C133	NA	XL	2020-07-23T00:00:00Z	3	C	133	1	43	7	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent	3C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
3C142	NA	XL	2020-07-23T00:00:00Z	3	C	142	1	27	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	3C	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
3C143	NA	XL	2020-07-23T00:00:00Z	3	C	143	2	24	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
6A136	NA	BV	2020-07-17T00:00:00Z	6	A	136	6	43	3	0	1	5	2	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A138	NA	BV	2020-07-17T00:00:00Z	6	A	138	1	40	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A685	NA	BV	2020-07-17T00:00:00Z	6	A	685	2	39	2	0	0	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6A169	NA	BV	2020-07-17T00:00:00Z	6	A	169	3	24	2	0	1	2	1	0	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
6A165	NA	BV	2020-07-17T00:00:00Z	6	A	165	1	41	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B243	NA	BV	2020-07-17T00:00:00Z	6	B	243	1	54	5	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B266	NA	BV	2020-07-17T00:00:00Z	6	B	266	1	49	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B21	NA	BV	2020-07-17T00:00:00Z	6	B	21	3	22	2	0	0	2	2	0	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B120	NA	BV	2020-07-17T00:00:00Z	6	B	120	1	59	9	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6B8	NA	BV	2020-07-17T00:00:00Z	6	B	8	1	25	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6B	199	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C121	NA	BV	2020-07-17T00:00:00Z	6	C	121	1	45	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C116	NA	BV	2020-07-17T00:00:00Z	6	C	116	1	17	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C111	NA	BV	2020-07-17T00:00:00Z	6	C	111	4	23	2	1	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C113	NA	BV	2020-07-17T00:00:00Z	6	C	113	1	29	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C93	NA	BV	2020-07-17T00:00:00Z	6	C	93	5	38	4	2	0	2	2	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C86	NA	BV	2020-07-17T00:00:00Z	6	C	86	1	41	4	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C99	NA	BV	2020-07-17T00:00:00Z	6	C	99	1	37	11	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6C96	NA	BV	2020-07-17T00:00:00Z	6	C	96	4	28	4	1	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	199	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
6D46	NA	BV	2020-07-17T00:00:00Z	6	D	46	5	30	1	3	0	2	1	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	199	2020		pheno18		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D52	NA	BV	2020-07-17T00:00:00Z	6	D	52	1	37	3	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
6D45	NA	BV	2020-07-17T00:00:00Z	6	D	45	2	28	7	1	2	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D	199	2020				NA	flowering > vegetative > flowering	flowering	vegetative	flowering	dead_nf	FALSE	0	0
